feature,importance
ca_0,1.8558698461946814
cp_3,1.2816529431978256
thal_3,1.2543960436176103
ca_2,1.1910341287728254
cp_0,1.1903188619285
ca_3,1.1134423549076842
cp_1,0.8138788654564888
oldpeak,0.7258276240779157
cp_2,0.719320066680611
thal_2,0.7100239058902119
